City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,kailua-kona,19.6406,-155.9956,25.98,84,0,3.6,US,1715315854
296,road town,18.4167,-64.6167,25.93,78,2,4.77,VG,1715316081
297,pano aqil,27.8569,69.1116,33.94,10,10,6.56,PK,1715316117
298,laojunmiao,39.8333,97.7333,15.06,27,100,4.09,CN,1715316118
299,murzuq,25.9155,13.9184,19.4,36,7,5.27,LY,1715316119
300,kittila,67.6647,24.8936,0.9,100,100,3.6,FI,1715316120
301,sirre,8.3167,39.4833,21.19,63,97,0.68,ET,1715316120
302,nelson bay,-32.7167,152.15,21.17,70,96,0.89,AU,1715316121
303,torghay,49.6339,63.4981,12.52,41,83,5.12,KZ,1715316122
304,maracaibo,10.6317,-71.6406,27.1,85,100,1.71,VE,1715316069
305,sai buri,6.7013,101.6168,31.65,64,100,3.99,TH,1715316123
306,nueva gerona,21.8833,-82.8,26.77,80,49,1.85,CU,1715316124
307,al mindak,20.1588,41.2834,19.78,49,39,1.17,SA,1715316126
308,tondano,1.3038,124.9112,29.05,83,83,0.21,ID,1715316126
309,jeremoabo,-10.075,-38.4808,19.77,96,36,2.56,BR,1715316127
310,morehead city,34.7229,-76.726,23.32,89,0,6.17,US,1715316015
311,jayapura,-2.5333,140.7,24.66,94,100,3.11,ID,1715316129
312,flying fish cove,-10.4217,105.6791,27.82,83,100,6.17,CX,1715316129
313,qaqortoq,60.7167,-46.0333,0.83,75,100,0.95,GL,1715316130
314,rio grande,-32.035,-52.0986,13.51,75,87,2.55,BR,1715316003
315,qui nhon,13.7667,109.2333,29.88,67,100,3.66,VN,1715316132
316,puyang chengguanzhen,35.7028,115.0053,33.59,22,43,9.33,CN,1715315956
317,agogo,6.8,-1.0819,22.73,93,99,1.82,GH,1715316133
318,daru,-9.0763,143.2092,26.62,87,91,5.92,PG,1715316134
319,amga,60.8953,131.9608,4.66,40,100,3.27,RU,1715316134
320,afaahiti,-17.75,-149.2833,26.93,79,21,3.9,PF,1715316135
321,kzyltu,53.6364,72.3414,13.34,54,19,6.61,KZ,1715316136
322,penalva,-3.2942,-45.1736,24.57,93,93,0.83,BR,1715316137
323,aasiaat,68.7098,-52.8699,-12.75,94,81,1.48,GL,1715316137
324,phatthalung,7.5,100.0833,30.83,67,100,4.41,TH,1715316138
325,sept-iles,50.2001,-66.3821,5.03,79,74,2.06,CA,1715316127
326,fortuna,40.5982,-124.1573,14.81,83,0,0.0,US,1715316139
327,veraval,20.9,70.3667,30.21,68,0,4.42,IN,1715316140
328,newman,37.3138,-121.0208,23.13,58,0,1.79,US,1715316140
329,oytal,42.9057,73.2697,18.16,71,99,2.09,KZ,1715316142
330,paita,-5.0892,-81.1144,20.55,81,96,5.77,PE,1715316143
331,taytay,14.5678,121.1394,34.96,63,40,3.09,PH,1715316144
332,nemuro,43.3236,145.575,7.9,82,59,3.23,JP,1715316144
333,talara,-4.5772,-81.2719,21.22,79,98,7.25,PE,1715316145
334,bodaybo,57.8506,114.1933,5.54,80,100,2.1,RU,1715316146
335,thanh hoa,19.8,105.7667,31.02,62,98,4.11,VN,1715316147
336,ginir,7.1333,40.7,17.89,79,63,0.96,ET,1715316147
337,inhambane,-23.865,35.3833,21.22,86,5,0.88,MZ,1715316148
338,kimberley,-28.7323,24.7623,17.83,45,0,5.14,ZA,1715316149
339,tambopata,-12.7333,-69.1833,23.04,98,91,0.79,PE,1715316149
340,perry,37.2506,-83.1999,19.4,83,0,4.19,US,1715316150
341,ashland,40.8167,-82.2665,10.59,93,100,5.07,US,1715315939
342,colares,38.7992,-9.4469,18.52,85,87,2.68,PT,1715316151
343,tafuna,-14.3358,-170.72,28.97,79,100,1.54,AS,1715316152
344,feijo,-8.1642,-70.3536,23.71,95,21,0.69,BR,1715316153
345,spoleto,42.7448,12.7374,14.08,75,62,1.83,IT,1715316154
346,kyzyl-mazhalyk,51.1333,90.6,17.17,37,100,1.79,RU,1715316155
347,kolonia,50.9333,6.95,11.65,87,26,0.17,DE,1715315859
348,sisimiut,66.9395,-53.6735,-5.89,79,8,3.26,GL,1715316156
349,punta del este,-34.9667,-54.95,9.37,85,20,2.57,UY,1715316157
350,manokwari,-0.8667,134.0833,27.88,80,99,3.63,ID,1715316157
351,mabaruma,8.2,-59.7833,24.46,88,82,0.77,GY,1715316158
352,arraias,-12.9288,-46.9437,17.51,46,15,2.12,BR,1715316159
353,weno,7.4515,151.8468,30.97,79,100,4.63,FM,1715316160
354,gudur,14.1333,79.85,36.53,38,4,3.71,IN,1715316160
355,ingeniero jacobacci,-41.3427,-69.5448,1.88,78,2,5.81,AR,1715316161
356,al kharijah,25.4514,30.5464,29.7,8,7,0.88,EG,1715316162
357,mont-laurier,46.5501,-75.4993,7.79,95,26,1.09,CA,1715316163
358,lejanias,3.5251,-74.0216,20.63,97,100,1.32,CO,1715316163
359,mount isa,-20.7333,139.5,28.87,48,0,4.63,AU,1715316164
360,igrim,63.1906,64.4162,2.31,70,8,5.59,RU,1715316165
361,tolanaro,-25.0319,46.9987,22.04,94,20,6.17,MG,1715316165
362,arafat,21.3594,39.9664,30.7,43,2,0.55,SA,1715316166
363,castillos,-34.1667,-53.8333,7.08,90,47,1.26,UY,1715316167
364,guaruja,-23.9931,-46.2564,23.83,26,75,1.83,BR,1715316168
365,uturoa,-16.7333,-151.4333,27.86,71,17,4.01,PF,1715316168
366,ridder,50.355,83.5133,24.58,27,99,2.36,KZ,1715316169
367,meulaboh,4.1363,96.1285,29.88,71,100,2.44,ID,1715316170
368,upington,-28.4478,21.2561,22.21,43,0,2.06,ZA,1715316171
369,kirakira,-10.4544,161.9205,27.66,76,66,4.48,SB,1715316171
370,maxixe,-23.8597,35.3472,20.82,87,4,0.83,MZ,1715316172
371,barra de santo antonio,-9.4047,-35.5072,23.6,71,51,3.82,BR,1715316173
372,bokhan,53.153,103.7714,8.54,52,98,7.51,RU,1715316173
373,rongelap,11.1635,166.8941,27.29,80,65,8.01,MH,1715316174
374,novoorsk,51.381,58.9813,4.36,38,2,3.86,RU,1715316175
375,kerikeri,-35.2268,173.9474,14.95,63,1,3.13,NZ,1715316175
376,gustavsberg,59.3268,18.3898,7.32,78,38,6.73,SE,1715316176
377,nagqu,31.5,92.0,6.3,22,100,5.31,CN,1715316177
378,camiri,-20.05,-63.5167,15.06,87,78,1.21,BO,1715316178
379,siwa oasis,29.2041,25.5195,22.36,45,96,6.19,EG,1715316179
380,sena madureira,-9.0656,-68.6569,25.68,82,91,0.48,BR,1715316179
381,khanty-mansiysk,61.0042,69.0019,5.06,45,0,6.0,RU,1715316180
382,opuwo,-18.0607,13.84,20.64,48,47,3.27,NA,1715316181
383,moroni,-11.7022,43.2551,27.09,74,4,5.61,KM,1715316182
384,umluj,25.0213,37.2685,28.3,38,2,1.61,SA,1715316183
385,ternate,0.8,127.4,29.39,70,57,2.37,ID,1715316184
386,nouadhibou,20.931,-17.0347,18.99,88,20,6.69,MR,1715316184
387,sihanoukville,10.6093,103.5296,32.97,66,40,5.66,KH,1715316185
388,cascais,38.6979,-9.4215,18.64,86,79,2.68,PT,1715316062
389,puerto lempira,15.2667,-83.7667,27.5,83,97,4.1,HN,1715316187
390,bubaque,11.2833,-15.8333,26.88,81,97,4.97,GW,1715316187
391,mesquite,32.7668,-96.5992,20.23,79,0,2.57,US,1715316188
392,kyabe,9.4515,18.9449,27.85,37,84,1.79,TD,1715316189
393,christchurch,-43.5333,172.6333,11.41,74,100,7.2,NZ,1715316046
394,princeville,45.7668,-61.2985,4.12,96,100,2.57,CA,1715316190
395,san clemente del tuyu,-36.3569,-56.7235,5.55,62,1,3.0,AR,1715316191
396,weining,26.85,104.2333,21.9,42,94,6.06,CN,1715316191
397,impfondo,1.6381,18.0667,22.84,96,100,1.02,CG,1715316192
398,nuuk,64.1835,-51.7216,-0.66,93,100,6.17,GL,1715316000
399,fale old settlement,-9.3852,-171.2468,29.29,72,100,1.77,TK,1715316194
400,mahanoro,-19.9,48.8,23.83,83,30,3.33,MG,1715316194
401,afif,23.9065,42.9172,27.43,29,46,8.84,SA,1715316195
402,fisterra,42.9049,-9.2629,12.08,79,81,1.57,ES,1715316196
403,piacabucu,-10.4056,-36.4344,25.08,73,74,1.4,BR,1715316196
404,reggane,26.7158,0.1714,25.73,17,72,8.27,DZ,1715316197
405,broome,42.2506,-75.833,11.5,92,100,0.89,US,1715316198
406,mount gambier,-37.8333,140.7667,15.84,75,94,4.02,AU,1715316198
407,kantharalak,14.6406,104.6499,35.54,56,64,2.86,TH,1715316199
408,isiro,2.7739,27.616,20.88,97,100,0.76,CD,1715316200
409,galliano,29.4422,-90.2992,28.0,83,100,3.6,US,1715316020
410,bathsheba,13.2167,-59.5167,28.34,78,40,6.69,BB,1715316202
411,malindi,-3.2175,40.1191,26.08,84,58,6.8,KE,1715316203
412,de queen,34.0379,-94.3413,18.34,82,40,3.09,US,1715316204
413,puerto cortez,15.8333,-87.95,30.19,90,82,3.67,HN,1715316205
414,rmi capitol,7.0893,171.3805,29.97,79,75,2.57,MH,1715316206
415,patan,27.6667,85.3333,21.21,73,75,1.03,NP,1715316206
416,sidney,-33.8679,151.2073,20.88,80,75,5.66,AU,1715316069
417,mantua,45.1667,10.7833,17.58,83,74,2.59,IT,1715316208
418,adigrat,14.277,39.462,18.36,59,34,2.41,ET,1715316209
419,bacalar,18.6667,-88.3833,29.06,79,75,2.57,MX,1715316210
420,grand-bassam,5.2118,-3.7388,26.98,85,100,2.2,CI,1715316211
421,suozhen,36.9539,118.1047,31.38,25,58,8.05,CN,1715316211
422,al markaz,25.4,49.7333,26.33,16,4,5.34,SA,1715316212
423,maceio,-9.6658,-35.7353,23.69,88,0,1.03,BR,1715316197
424,holualoa,19.6228,-155.9522,23.91,84,0,3.6,US,1715315960
425,tamiahua,21.2667,-97.45,28.43,65,100,2.84,MX,1715316215
426,san luis de la loma,17.2706,-100.8939,24.95,76,100,1.01,MX,1715316216
427,portland,45.5234,-122.6762,23.32,54,20,2.06,US,1715316142
428,bom jesus,-9.0744,-44.3586,23.01,67,100,0.81,BR,1715316217
429,tsarevo,42.1667,27.85,12.76,90,100,5.93,BG,1715316218
430,barbacoas,1.6715,-78.1398,25.21,94,99,0.47,CO,1715316219
431,oneonta,42.4529,-75.0638,11.27,89,100,2.19,US,1715315968
432,vinton,37.281,-79.897,23.36,60,20,1.54,US,1715316220
433,hami,42.8,93.45,25.52,17,0,1.14,CN,1715316221
434,vernon,50.2581,-119.2691,18.74,34,10,2.06,CA,1715316222
435,nogliki,51.8333,143.1667,4.08,96,100,3.58,RU,1715316222
436,kimbe,-5.5502,150.1429,27.54,90,100,0.88,PG,1715316224
437,kupang,-10.1667,123.5833,34.32,55,20,11.32,ID,1715316226
438,marsabit,2.3284,37.9899,18.6,80,99,8.44,KE,1715316227
439,beitbridge,-22.2167,30.0,17.1,65,0,0.48,ZW,1715316228
440,praia da vitoria,38.7333,-27.0667,16.14,88,20,1.82,PT,1715316228
441,la ronge,55.1001,-105.2842,11.14,40,20,2.57,CA,1715316229
442,alajarvi,63.0,23.8167,3.61,71,81,5.13,FI,1715316230
443,camrose,53.0168,-112.8353,12.17,45,28,1.68,CA,1715316139
444,taltal,-25.4,-70.4833,15.18,83,100,1.49,CL,1715316231
445,tete,-16.1564,33.5867,18.05,82,0,0.0,MZ,1715316232
446,shahpur chakar,26.155,68.6509,34.01,15,0,6.64,PK,1715316233
447,burnie,-41.0667,145.9167,18.03,75,100,5.33,AU,1715316233
448,manat,7.5327,126.0173,33.85,49,73,2.95,PH,1715316234
449,pak phanang,8.3511,100.202,30.01,89,99,6.77,TH,1715316235
450,budennovsk,44.7839,44.1658,10.55,86,100,3.24,RU,1715316235
451,saint-philippe,-21.3585,55.7679,25.77,79,73,7.14,RE,1715316236
452,xiaoweizhai,26.1903,107.5125,19.45,98,100,3.43,CN,1715316237
453,krasnyy chikoy,50.3643,108.7512,5.19,73,83,8.8,RU,1715316237
454,mpongwe,-13.5091,28.155,14.84,80,65,2.62,ZM,1715316238
455,hopelchen,19.7667,-89.85,27.9,68,76,3.31,MX,1715316239
456,galveston,29.3669,-94.9669,27.06,90,16,0.45,US,1715316240
457,crane,31.3974,-102.3501,19.36,74,23,10.64,US,1715316241
458,goundam,16.4145,-3.6708,30.07,6,2,2.96,ML,1715316241
459,ponta delgada,37.7333,-25.6667,16.4,82,20,2.06,PT,1715316242
460,birine,35.635,3.225,11.69,66,46,2.22,DZ,1715316243
461,russkaya polyana,49.417,31.9201,9.65,56,14,2.2,UA,1715316243
462,tralee,52.2704,-9.7026,8.56,93,76,2.44,IE,1715316244
463,coquimbo,-29.9533,-71.3436,12.85,87,100,1.03,CL,1715316126
464,turpan,42.9333,89.1667,32.96,10,0,2.85,CN,1715315958
465,hasaki,35.7333,140.8333,25.16,42,0,7.98,JP,1715316246
466,orsa,54.5153,30.4053,7.83,90,100,5.48,BY,1715316247
467,beyneu,45.3167,55.2,15.6,30,7,3.04,KZ,1715316248
468,tanumah,27.1,44.1333,26.38,17,0,5.39,SA,1715316249
469,wakkanai,45.4094,141.6739,12.99,38,75,6.69,JP,1715315959
470,puerto penasco,31.3167,-113.5333,22.72,57,33,2.25,MX,1715315980
471,kenora,49.8167,-94.4337,12.54,47,20,3.09,CA,1715316073
472,tocopilla,-22.092,-70.1979,18.41,76,82,2.69,CL,1715316252
473,yellapur,14.9667,74.7167,35.35,28,13,1.41,IN,1715316252
474,port isabel,26.0734,-97.2086,28.02,89,0,3.09,US,1715316253
475,callao,-12.0667,-77.15,20.4,82,20,3.6,PE,1715315976
476,saint-pierre,-21.3393,55.4781,25.82,65,75,8.23,RE,1715316255
477,mili,6.0815,171.735,28.52,82,89,6.2,MH,1715316255
478,nyagan,62.1406,65.3936,2.5,69,8,5.2,RU,1715316256
479,suva,-18.1416,178.4415,25.71,61,40,5.14,FJ,1715316151
480,santa elena de uairen,4.6167,-61.1333,20.26,97,100,1.82,VE,1715316257
481,baotou,40.6522,109.8222,18.83,23,93,10.42,CN,1715316258
482,ormara,25.2088,64.6357,27.07,84,0,1.84,PK,1715316259
483,ad dawadimi,24.5077,44.3924,24.64,23,25,8.19,SA,1715316260
484,brisas de zicatela,15.8369,-97.0419,26.4,72,100,2.97,MX,1715316261
485,olinda,-8.0089,-34.8553,25.85,89,40,1.03,BR,1715315997
486,sarandi,-23.4436,-51.8739,24.75,61,0,4.12,BR,1715316262
487,west bay,19.3667,-81.4167,27.82,84,56,4.91,KY,1715316263
488,ust-tsilma,65.441,52.1498,-2.99,92,58,1.79,RU,1715316264
489,gorontalo,0.5412,123.0595,28.88,86,51,1.51,ID,1715316265
490,kalix,65.853,23.1565,2.06,90,68,6.32,SE,1715316265
491,wamba,8.9333,8.6,26.26,75,100,1.71,NG,1715316266
492,amos,48.5669,-78.1162,4.65,69,59,0.94,CA,1715316267
493,zhob,31.3411,69.4481,28.68,23,40,1.85,PK,1715316267
494,revelstoke,50.9832,-118.2023,14.01,47,0,1.54,CA,1715316268
495,gumushkhane,40.4603,39.4814,15.56,50,99,1.76,TR,1715316269
496,tibagi,-24.5094,-50.4136,17.64,90,5,1.65,BR,1715316270
497,kargopol',61.5071,38.9456,-1.48,85,100,5.39,RU,1715316270
498,yankton,42.8711,-97.3973,14.51,76,0,2.57,US,1715316271
499,chandler,33.3062,-111.8412,26.32,17,0,2.57,US,1715315983
500,sucre,-19.0333,-65.2627,13.25,88,27,1.73,BO,1715316246
501,palpala,-24.2565,-65.2116,9.57,93,100,1.54,AR,1715316274
502,vega de alatorre,20.0333,-96.6333,32.07,41,68,5.16,MX,1715316275
503,kidal,18.4411,1.4078,30.24,7,2,5.33,ML,1715316275
504,port-vila,-17.7338,168.3219,24.78,61,75,4.63,VU,1715316276
505,vilyuchinsk,52.9306,158.4028,7.15,63,44,3.8,RU,1715316277
506,algeciras,36.1333,-5.4505,17.07,84,20,6.17,ES,1715316277
507,kavieng,-2.5744,150.7967,28.7,76,68,1.88,PG,1715316278
508,dzagam,40.9033,45.8856,13.85,80,99,1.33,AZ,1715316279
509,touros,-5.1989,-35.4608,24.5,93,83,4.02,BR,1715316260
510,mata-utu,-13.2816,-176.1745,28.23,75,56,6.72,WF,1715316281
511,tchibanga,-2.85,11.0333,22.07,97,100,0.22,GA,1715316282
512,sur,22.5667,59.5289,33.79,35,0,2.34,OM,1715316282
513,poxoreo,-15.8372,-54.3892,19.97,63,0,1.56,BR,1715316091
514,sahibganj,25.25,87.65,31.95,43,25,2.89,IN,1715316284
515,port saint john's,-31.6229,29.5448,21.3,47,6,2.83,ZA,1715316284
516,urussu,54.5981,53.4631,1.78,56,32,8.37,RU,1715316285
517,port alfred,-33.5906,26.891,15.1,99,21,1.78,ZA,1715316286
518,gejiu,23.306,103.1635,22.13,54,52,4.09,CN,1715316287
519,ibaan,13.8176,121.133,34.91,42,47,5.44,PH,1715316287
520,las lomitas,-24.7096,-60.593,15.61,65,100,0.87,AR,1715316288
521,kalmunai,7.4167,81.8167,31.65,62,97,3.35,LK,1715316289
522,papao,-17.75,-149.55,27.82,73,4,1.86,PF,1715316289
523,uglegorsk,49.0833,142.0333,7.0,75,76,4.86,RU,1715316290
524,makoua,0.0069,15.6333,22.83,97,70,0.84,CG,1715316291
525,ciudad madero,22.2667,-97.8333,28.36,77,50,4.84,MX,1715316241
526,namtsy,62.7161,129.6658,4.08,44,100,4.04,RU,1715316292
527,tabuk,17.4189,121.4443,32.41,52,82,3.39,PH,1715316293
528,saynshand,44.8824,110.1163,12.48,18,41,12.26,MN,1715316294
529,zyryanskoye,56.8306,86.6258,16.95,45,100,4.6,RU,1715316294
530,tabou,4.423,-7.3528,27.29,84,99,2.26,CI,1715316296
531,hithadhoo,-0.6,73.0833,28.93,77,25,3.83,MV,1715316296
532,weihai,37.5017,122.1136,17.8,56,44,11.49,CN,1715316297
533,skiathos,39.1623,23.4909,13.32,78,100,12.94,GR,1715316298
534,vashkivtsi,48.3849,25.5102,12.22,67,41,1.27,UA,1715316298
535,kulhudhuffushi,6.6221,73.07,29.55,76,100,4.97,MV,1715316299
536,petawawa,45.9001,-77.3328,8.77,82,100,1.45,CA,1715316300
537,mil'kovo,55.6078,37.7956,6.3,55,62,5.91,RU,1715316301
538,rosarito,32.3333,-117.0333,15.85,78,7,1.48,MX,1715316301
539,zambezi,-13.5432,23.1047,13.16,70,79,2.42,ZM,1715316303
540,mushie,-3.0167,16.9,23.36,91,100,0.2,CD,1715316304
541,okhotsk,59.3833,143.3,0.51,94,100,7.79,RU,1715316304
542,hinthada,17.6333,95.4667,38.18,32,1,1.57,MM,1715316038
543,aleshtar,33.8633,48.2619,12.02,38,2,0.37,IR,1715316306
544,khandyga,62.6667,135.6,4.32,66,100,2.09,RU,1715316307
545,kapuskasing,49.4169,-82.4331,6.05,65,0,2.06,CA,1715316307
546,selfoss,63.9331,-20.9971,6.69,56,100,3.85,IS,1715316308
547,soio,-6.1349,12.3689,25.26,92,83,1.57,AO,1715316309
548,ulsan,35.5372,129.3167,26.02,36,13,4.34,KR,1715316099
549,tokar,18.4254,37.729,29.26,65,64,5.34,SD,1715316310
550,kolwezi,-10.7148,25.4667,13.58,75,77,1.85,CD,1715316311
551,challapata,-18.9,-66.7667,9.96,43,37,1.42,BO,1715316312
552,isla vista,34.4133,-119.861,16.01,84,0,2.57,US,1715316312
553,horta,38.5333,-28.6333,16.68,90,38,4.02,PT,1715316313
554,ola,59.5833,151.2833,3.97,81,37,3.82,RU,1715316314
555,aldan,58.6031,125.3894,2.76,69,99,1.29,RU,1715316315
556,gorom-gorom,14.4439,-0.2361,31.36,32,8,4.22,BF,1715316316
557,rio guayabal de yateras,20.3667,-75.0167,20.7,99,77,0.97,CU,1715316316
558,nioki,-2.7167,17.6833,23.09,92,100,1.11,CD,1715316317
559,kavaratti,10.5669,72.642,29.91,70,99,4.86,IN,1715316318
560,island harbour,50.724,-1.2758,10.52,75,100,2.27,GB,1715316318
561,comandante fontana,-25.3345,-59.6821,16.53,69,100,0.37,AR,1715316319
562,manaure,11.7751,-72.4445,28.62,78,100,2.98,CO,1715316320
563,punaauia,-17.6333,-149.6,27.8,74,0,4.12,PF,1715316320
564,salekhard,66.53,66.6019,-3.11,95,100,11.62,RU,1715316321
565,bologoye,57.8799,34.1068,3.73,59,100,4.08,RU,1715316322
566,haifa,32.8156,34.9892,25.71,38,0,4.63,IL,1715316322
567,zellingen,49.8978,9.8172,11.91,85,79,1.3,DE,1715316323
568,palmares do sul,-30.2578,-50.5097,14.52,75,100,3.06,BR,1715316324
569,tsiombe,-25.3,45.4833,22.43,68,0,2.78,MG,1715316324
570,greymouth,-42.4667,171.2,9.89,64,0,0.88,NZ,1715316325
571,fairmount,43.0473,-76.2385,12.63,83,100,0.45,US,1715316326
572,esquina,-30.0144,-59.5272,12.13,74,95,1.34,AR,1715316327
573,cabedelo,-6.9811,-34.8339,23.37,84,50,5.14,BR,1715316252
574,roccella ionica,38.322,16.4009,16.36,83,98,3.57,IT,1715316329
575,farasan,16.7022,42.1183,30.94,76,39,3.76,SA,1715316329
576,bay harbor,30.1471,-85.6146,26.97,95,100,5.14,US,1715316330
577,metlaoui,34.3208,8.4016,14.6,60,1,2.47,TN,1715316331
578,cadereyta,25.5833,-99.9833,37.32,33,39,0.87,MX,1715316331
579,sokoni,-6.4333,39.55,24.92,80,15,7.27,TZ,1715316332
580,rio verde,21.9333,-99.9833,26.46,38,10,2.13,MX,1715316333
581,mokhsogollokh,61.4681,128.9203,4.94,38,100,4.12,RU,1715316333
582,vorkuta,67.5,64.0,-2.16,74,100,9.39,RU,1715316334
583,prainha,-1.8,-53.48,23.72,98,100,1.44,BR,1715316335
584,plettenberg bay,-34.0527,23.3716,12.6,88,0,2.55,ZA,1715316335
585,leoben,47.3461,15.1257,8.13,72,2,1.42,AT,1715316336
586,pierre,44.3683,-100.351,14.6,76,0,3.6,US,1715316337
587,yanchep,-31.55,115.6833,28.12,54,55,7.58,AU,1715316338
588,zanjan,36.6736,48.4787,11.83,58,0,2.06,IR,1715316338
589,empalme,27.9667,-110.8167,25.68,23,70,1.9,MX,1715316339
590,codrington,-38.2667,141.9667,16.82,73,84,2.04,AU,1715316340
591,ambon,-3.6954,128.1814,31.08,70,40,3.6,ID,1715316340
